Id,SalePrice
1461,125373.14099891648
1462,157333.67578455491
1463,175955.0166787734
1464,179935.25171202782
1465,190709.72811892504
1466,181058.54349808535
1467,169707.16467614114
1468,174363.919141787
1469,189000.33642687436
1470,123830.48911544567
1471,209073.0438545565
1472,93458.06717927905
1473,99411.016829076
1474,151494.57643358133
1475,145270.22841429902
1476,358026.9867895157
1477,247001.91978799205
1478,296441.65748685447
1479,249721.58677732194
1480,451435.901475347
1481,335037.8342027179
1482,202239.5458301703
1483,178861.49829648196
1484,171374.77491059873
1485,175446.18218507146
1486,200867.0455582215
1487,320995.84250982094
1488,242708.6478071939
1489,197943.21180193342
1490,191614.05648144137
1491,188223.89619048603
1492,99595.43106124317
1493,178840.94941248704
1494,282556.08875889174
1495,291574.7135290491
1496,226134.72594723932
1497,194398.11799891054
1498,154840.68244760018
1499,155308.99517374815
1500,149799.57083084472
1501,169886.35759650348
1502,162330.0821225918
1503,296008.59694365214
1504,224803.1972400086
1505,227098.59453088557
1506,178485.71000212725
1507,211860.53065734036
1508,192751.48006173826
1509,164012.9168985774
1510,155269.91936262583
1511,150786.70346744024
1512,164500.74609472306
1513,153749.7547918777
1514,156618.15628783035
1515,171718.46950163806
1516,152917.54656280324
1517,150270.63233401242
1518,137623.13552326092
1519,229163.2518324472
1520,140132.62302231806
1521,143528.52258115672
1522,162487.79054141956
1523,124136.59353608573
1524,122280.16442955208
1525,124039.22020121635
1526,126347.82426818178
1527,100465.039336149
1528,127665.48670233756
1529,145266.53115924157
1530,166823.76861983814
1531,123453.39348331233
1532,111452.97446014149
1533,144860.75210024873
1534,121468.05851759076
1535,147766.2096227473
1536,121372.95585537932
1537,75544.93356424215
1538,149239.38873815048
1539,177198.72510674858
1540,102431.45914256184
1541,146497.32629035588
1542,140819.3163985275
1543,219379.0815808315
1544,79977.87346929153
1545,110756.42973215468
1546,119836.8894524411
1547,133182.59249673403
1548,129040.32705089494
1549,108788.80815126203
1550,139168.84652565504
1551,121778.98475540409
1552,137883.48294695924
1553,142305.70660316758
1554,107132.55867301513
1555,171898.641928233
1556,85200.52877356212
1557,129528.02449183854
1558,86254.82675113068
1559,110792.8956018429
1560,139658.0530031196
1561,132710.8663034647
1562,125539.14997434616
1563,124696.50975236163
1564,161626.66757542474
